polygon_id,ring_id,is_hole,x_m,y_m
0,0,0,0.35016999999999998,3.0099499999999999
0,0,0,0.35138999999999998,2.9897
0,0,0,0.35260000000000002,2.9694600000000002
0,0,0,0.35382000000000002,2.9492099999999999
0,0,0,0.35424,2.9297300000000002
0,0,0,0.35466999999999999,2.9102399999999999
0,0,0,0.35509000000000002,2.8907600000000002
0,0,0,0.35550999999999999,2.87127
0,0,0,0.35592000000000001,2.8517800000000002
0,0,0,0.35633999999999999,2.83229
0,0,0,0.35715999999999998,2.79331
0,0,0,0.35757,2.7738100000000001
0,0,0,0.35837000000000002,2.7348300000000001
0,0,0,0.35844999999999999,2.6968899999999998
0,0,0,0.35848000000000002,2.6779199999999999
0,0,0,0.35852000000000001,2.6589499999999999
0,0,0,0.35854999999999998,2.63998
0,0,0,0.35859000000000002,2.6210100000000001
0,0,0,0.35861999999999999,2.6020400000000001
0,0,0,0.35865999999999998,2.5830700000000002
0,0,0,0.35871999999999998,2.5451299999999999
0,0,0,0.35876000000000002,2.5261499999999999
0,0,0,0.35648000000000002,2.4544299999999999
0,0,0,0.35589999999999999,2.4365000000000001
0,0,0,0.35476000000000002,2.4006400000000001
0,0,0,0.35360000000000003,2.3647800000000001
0,0,0,0.35303000000000001,2.3468399999999998
0,0,0,0.35244999999999999,2.32891
0,0,0,0.35249000000000003,2.3115000000000001
0,0,0,0.35258,2.2592699999999999
0,0,0,0.35260000000000002,2.2418499999999999
0,0,0,0.35261999999999999,2.22444
0,0,0,0.35265999999999997,2.1896
0,0,0,0.35267999999999999,2.15476
0,0,0,0.35267999999999999,2.13734
0,0,0,0.35339999999999999,2.1185399999999999
0,0,0,0.35482000000000002,2.08094
0,0,0,0.35554000000000002,2.0621499999999999
0,0,0,0.35766999999999999,2.0057499999999999
0,0,0,0.35838999999999999,1.9869600000000001
0,0,0,0.36123,1.9117599999999999
0,0,0,0.36182999999999998,1.8938900000000001
0,0,0,0.36303000000000002,1.8581300000000001
0,0,0,0.36362,1.8402499999999999
0,0,0,0.36421999999999999,1.8223800000000001
0,0,0,0.36481999999999998,1.8045
0,0,0,0.36599999999999999,1.76874
0,0,0,0.36659999999999998,1.7508600000000001
0,0,0,0.36836999999999998,1.69722
0,0,0,0.36902000000000001,1.67974
0,0,0,0.36965999999999999,1.66225
0,0,0,0.37029000000000001,1.64476
0,0,0,0.37153000000000003,1.6097600000000001
0,0,0,0.37273000000000001,1.57474
0,0,0,0.37330999999999998,1.5572299999999999
0,0,0,0.37389,1.5397099999999999
0,0,0,0.37446000000000002,1.5221800000000001
0,0,0,0.37502000000000002,1.50465
0,0,0,0.377,1.4881500000000001
0,0,0,0.37896999999999997,1.4716499999999999
0,0,0,0.38094,1.4551400000000001
0,0,0,0.38290000000000002,1.4386300000000001
0,0,0,0.38485000000000003,1.42211
0,0,0,0.38679000000000002,1.4055899999999999
0,0,0,0.39065,1.37253
0,0,0,0.39449000000000001,1.33945
0,0,0,0.39639000000000002,1.32291
0,0,0,0.39928000000000002,1.3047299999999999
0,0,0,0.40216000000000002,1.2865599999999999
0,0,0,0.40503,1.2683800000000001
0,0,0,0.40790999999999999,1.2502
0,0,0,0.41077999999999998,1.2320199999999999
0,0,0,0.41365000000000002,1.21383
0,0,0,0.41650999999999999,1.1956500000000001
0,0,0,0.41937999999999998,1.17746
0,0,0,0.42796000000000001,1.1228899999999999
0,0,0,0.43149999999999999,1.1053500000000001
0,0,0,0.43504999999999999,1.0878099999999999
0,0,0,0.43858999999999998,1.0702799999999999
0,0,0,0.44213000000000002,1.05274
0,0,0,0.44567000000000001,1.0351900000000001
0,0,0,0.44919999999999999,1.0176499999999999
0,0,0,0.45273999999999998,1.0001100000000001
0,0,0,0.46333000000000002,0.94745999999999997
0,0,0,0.46684999999999999,0.92991000000000001
0,0,0,0.47221999999999997,0.91017999999999999
